symbol_id,seal_id,symbol_index,cluster_id
page695_H-339_A_c0_sym_001,page695_H-339_A_c0,1,6
page695_H-339_B_bis_c1_sym_001,page695_H-339_B_bis_c1,1,35
page695_H-339_B_bis_c1_sym_002,page695_H-339_B_bis_c1,2,25
page695_H-339_B_c0_sym_001,page695_H-339_B_c0,1,6
page695_H-339_b_c2_sym_001,page695_H-339_b_c2,1,38
page696_H-340_A_c0_sym_001,page696_H-340_A_c0,1,25
page696_H-340_B_c0_sym_001,page696_H-340_B_c0,1,25
page696_H-341_A_c0_sym_001,page696_H-341_A_c0,1,25
page696_H-341_B_c0_sym_001,page696_H-341_B_c0,1,25
page696_H-342_B_c2_sym_001,page696_H-342_B_c2,1,25
page696_H-343_A_c0_sym_001,page696_H-343_A_c0,1,25
page696_H-343_B_c0_sym_001,page696_H-343_B_c0,1,25
page697_H-347_a_c2_sym_001,page697_H-347_a_c2,1,28
page697_H-349_E_c1_sym_001,page697_H-349_E_c1,1,28
page697_H-350_B_c0_sym_001,page697_H-350_B_c0,1,28
page697_H-350_c0_sym_001,page697_H-350_c0,1,6
page697_H-351_A_c0_sym_001,page697_H-351_A_c0,1,25
page697_H-351_B_c0_sym_001,page697_H-351_B_c0,1,25
page697_H-351_C_c0_sym_001,page697_H-351_C_c0,1,25
page698_H-355_A_c0_sym_001,page698_H-355_A_c0,1,6
page698_H-356_A_c1_sym_001,page698_H-356_A_c1,1,6
page698_H-356_B_c1_sym_001,page698_H-356_B_c1,1,6
page698_H-356_C_c1_sym_001,page698_H-356_C_c1,1,6
page698_H-357_A_c0_sym_001,page698_H-357_A_c0,1,6
page698_H-357_B_c2_sym_001,page698_H-357_B_c2,1,6
page698_H-357_C_c2_sym_001,page698_H-357_C_c2,1,6
page698_H-358_A_bis_c1_sym_001,page698_H-358_A_bis_c1,1,6
page698_H-358_A_c0_sym_001,page698_H-358_A_c0,1,6
page698_H-358_B_c0_sym_001,page698_H-358_B_c0,1,6
page698_H-358_C_c0_sym_001,page698_H-358_C_c0,1,6
page698_H-359_A_c0_sym_001,page698_H-359_A_c0,1,6
page698_H-359_a_c1_sym_001,page698_H-359_a_c1,1,27
page698_H-359_B_c1_sym_001,page698_H-359_B_c1,1,6
page698_H-359_C_c1_sym_001,page698_H-359_C_c1,1,6
page698_H-360_A_c0_sym_001,page698_H-360_A_c0,1,6
page698_H-360_B_c0_sym_001,page698_H-360_B_c0,1,6
page698_H-360_C_c0_sym_001,page698_H-360_C_c0,1,6
page698_H-361_A_bis_c2_sym_001,page698_H-361_A_bis_c2,1,6
page698_H-361_B_c1_sym_001,page698_H-361_B_c1,1,6
page698_H-361_C_c1_sym_001,page698_H-361_C_c1,1,3
page698_H-362_A_c3_sym_001,page698_H-362_A_c3,1,6
page698_H-362_B_c2_sym_001,page698_H-362_B_c2,1,27
page698_H-362_C_c2_sym_001,page698_H-362_C_c2,1,27
page699_H-363_B_bis_c1_sym_001,page699_H-363_B_bis_c1,1,35
page699_H-365_A_bis_c0_sym_001,page699_H-365_A_bis_c0,1,35
page699_H-365_A_c0_sym_001,page699_H-365_A_c0,1,3
page699_H-365_A_ter_c1_sym_001,page699_H-365_A_ter_c1,1,3
page699_H-366_C_c0_sym_001,page699_H-366_C_c0,1,6
page699_H-367_A_c0_sym_001,page699_H-367_A_c0,1,3
page699_H-367_B_c0_sym_001,page699_H-367_B_c0,1,3
page699_H-367_E_c0_sym_001,page699_H-367_E_c0,1,6
page700_H-368_a_c0_sym_001,page700_H-368_a_c0,1,3
page700_H-368_a_c0_sym_002,page700_H-368_a_c0,2,3
page700_H-369_a_c0_sym_001,page700_H-369_a_c0,1,3
page700_H-369_a_c0_sym_002,page700_H-369_a_c0,2,3
page700_H-369_E_c1_sym_001,page700_H-369_E_c1,1,3
page700_H-369_E_c1_sym_002,page700_H-369_E_c1,2,3
page706_L-6_H_c0_sym_001,page706_L-6_H_c0,1,34
page706_S-3_c0_sym_001,page706_S-3_c0,1,20
page706_S-3_c0_sym_002,page706_S-3_c0,2,38
page706_S-3_c0_sym_003,page706_S-3_c0,3,16
page706_S-3_c0_sym_004,page706_S-3_c0,4,12
page706_S-3_c0_sym_005,page706_S-3_c0,5,22
page706_S-3_c0_sym_006,page706_S-3_c0,6,35
page706_S-3_c0_sym_007,page706_S-3_c0,7,30
page706_S-3_c0_sym_008,page706_S-3_c0,8,15
page706_S-3_c0_sym_009,page706_S-3_c0,9,20
page706_S-3_c0_sym_010,page706_S-3_c0,10,0
page706_S-3_c0_sym_011,page706_S-3_c0,11,38
page706_S-3_c0_sym_012,page706_S-3_c0,12,35
page706_S-3_c0_sym_013,page706_S-3_c0,13,16
page706_S-3_c0_sym_014,page706_S-3_c0,14,26
page706_S-3_c0_sym_015,page706_S-3_c0,15,10
page706_S-3_c0_sym_016,page706_S-3_c0,16,18
page706_S-3_c0_sym_017,page706_S-3_c0,17,15
page706_S-3_c0_sym_018,page706_S-3_c0,18,18
page706_S-3_c0_sym_019,page706_S-3_c0,19,20
page706_S-3_c0_sym_020,page706_S-3_c0,20,16
page706_S-3_c0_sym_021,page706_S-3_c0,21,16
page706_S-3_c0_sym_022,page706_S-3_c0,22,21
page706_S-3_c0_sym_023,page706_S-3_c0,23,12
page706_S-3_c0_sym_024,page706_S-3_c0,24,22
page706_S-3_c0_sym_025,page706_S-3_c0,25,12
page706_S-3_c0_sym_026,page706_S-3_c0,26,34
page706_S-3_c0_sym_027,page706_S-3_c0,27,35
page706_S-3_c0_sym_028,page706_S-3_c0,28,29
page706_S-3_c0_sym_029,page706_S-3_c0,29,35
page706_S-3_c0_sym_030,page706_S-3_c0,30,15
page706_S-3_c0_sym_031,page706_S-3_c0,31,20
page706_S-3_c0_sym_032,page706_S-3_c0,32,20
page706_S-3_c0_sym_033,page706_S-3_c0,33,5
page706_S-3_c0_sym_034,page706_S-3_c0,34,5
page706_S-3_c0_sym_035,page706_S-3_c0,35,20
page706_S-3_c0_sym_036,page706_S-3_c0,36,20
page706_S-3_c0_sym_037,page706_S-3_c0,37,12
page706_S-3_c0_sym_038,page706_S-3_c0,38,5
page706_S-3_c0_sym_039,page706_S-3_c0,39,20
page706_S-3_c0_sym_040,page706_S-3_c0,40,5
page706_S-3_c0_sym_041,page706_S-3_c0,41,5
page706_S-3_c0_sym_042,page706_S-3_c0,42,5
page706_S-3_c0_sym_043,page706_S-3_c0,43,5
page706_S-3_c0_sym_044,page706_S-3_c0,44,30
page706_S-3_c0_sym_045,page706_S-3_c0,45,7
page707_E-4_a_c0_sym_001,page707_E-4_a_c0,1,8
page707_L-9_a_c0_sym_001,page707_L-9_a_c0,1,8
page709_L-14_B_c0_sym_001,page709_L-14_B_c0,1,9
page709_L-15_a_c0_sym_001,page709_L-15_a_c0,1,5
page709_L-4_E_c1_sym_001,page709_L-4_E_c1,1,9
page710_L-19_a_c0_sym_001,page710_L-19_a_c0,1,9
page710_L-21_a_c1_sym_001,page710_L-21_a_c1,1,9
page711_L-22_c0_sym_001,page711_L-22_c0,1,1
page711_L-22_c0_sym_002,page711_L-22_c0,2,9
page711_L-24_a_c0_sym_001,page711_L-24_a_c0,1,1
page711_L-24_a_c0_sym_002,page711_L-24_a_c0,2,9
page711_L-26_A_c0_sym_001,page711_L-26_A_c0,1,15
page712_L-28_A_c0_sym_001,page712_L-28_A_c0,1,1
page712_L-28_A_c0_sym_002,page712_L-28_A_c0,2,16
page712_L-28_A_c0_sym_003,page712_L-28_A_c0,3,15
page712_L-30_a_c0_sym_001,page712_L-30_a_c0,1,1
page712_L-30_a_c0_sym_002,page712_L-30_a_c0,2,16
page712_L-30_a_c0_sym_003,page712_L-30_a_c0,3,15
page712_L-30_A_c3_sym_001,page712_L-30_A_c3,1,1
page712_L-30_A_c3_sym_002,page712_L-30_A_c3,2,16
page712_L-30_A_c3_sym_003,page712_L-30_A_c3,3,15
page712_O-4_c1_sym_001,page712_O-4_c1,1,1
page712_O-4_c1_sym_002,page712_O-4_c1,2,16
page712_O-4_c1_sym_003,page712_O-4_c1,3,15
page713_L-31_a_c0_sym_001,page713_L-31_a_c0,1,3
page713_L-33_A_c2_sym_001,page713_L-33_A_c2,1,3
page713_L-33_A_c2_sym_002,page713_L-33_A_c2,2,10
page713_L-36_A_c0_sym_001,page713_L-36_A_c0,1,35
page713_L-36_A_c0_sym_002,page713_L-36_A_c0,2,9
page713_L-37_A_c0_sym_001,page713_L-37_A_c0,1,15
page713_L-39_A_c0_sym_001,page713_L-39_A_c0,1,15
page713_L-3_I_c0_sym_001,page713_L-3_I_c0,1,9
page713_L-40_A_c2_sym_001,page713_L-40_A_c2,1,35
page713_L-40_A_c2_sym_002,page713_L-40_A_c2,2,9
page714_L-41_B_c0_sym_001,page714_L-41_B_c0,1,9
page714_L-42_Z_c0_sym_001,page714_L-42_Z_c0,1,9
page714_L-44_C_c1_sym_001,page714_L-44_C_c1,1,3
page714_L-44_C_c1_sym_002,page714_L-44_C_c1,2,23
page714_L-44_C_c1_sym_003,page714_L-44_C_c1,3,10
page714_L-44_C_c1_sym_004,page714_L-44_C_c1,4,28
page714_L-44_C_c1_sym_005,page714_L-44_C_c1,5,6
page714_L-44_E_c2_sym_001,page714_L-44_E_c2,1,38
page715_L-45_a_c0_sym_001,page715_L-45_a_c0,1,16
page715_L-45_a_c0_sym_002,page715_L-45_a_c0,2,15
page715_L-46_a_c1_sym_001,page715_L-46_a_c1,1,16
page715_L-46_a_c1_sym_002,page715_L-46_a_c1,2,15
page716_L-50_a_c0_sym_001,page716_L-50_a_c0,1,10
page716_L-50_a_c0_sym_002,page716_L-50_a_c0,2,5
page716_L-51_B_c0_sym_001,page716_L-51_B_c0,1,10
page716_L-51_B_c0_sym_002,page716_L-51_B_c0,2,5
page717_L-53_a_c2_sym_001,page717_L-53_a_c2,1,15
page717_L-54_a_c2_sym_001,page717_L-54_a_c2,1,15
page717_L-55_B_c0_sym_001,page717_L-55_B_c0,1,38
page717_L-55_B_c0_sym_002,page717_L-55_B_c0,2,27
page717_L-55_B_c0_sym_003,page717_L-55_B_c0,3,2
page717_L-55_B_c0_sym_004,page717_L-55_B_c0,4,2
page717_L-55_B_c0_sym_005,page717_L-55_B_c0,5,2
page717_L-55_B_c0_sym_006,page717_L-55_B_c0,6,2
page717_L-55_B_c0_sym_007,page717_L-55_B_c0,7,2
page717_L-55_B_c0_sym_008,page717_L-55_B_c0,8,16
page717_L-55_B_c0_sym_009,page717_L-55_B_c0,9,2
page717_L-55_B_c0_sym_010,page717_L-55_B_c0,10,16
page717_L-55_B_c0_sym_011,page717_L-55_B_c0,11,3
page717_L-55_B_c0_sym_012,page717_L-55_B_c0,12,23
page717_L-55_B_c0_sym_013,page717_L-55_B_c0,13,18
page717_L-55_B_c0_sym_014,page717_L-55_B_c0,14,16
page717_L-55_B_c0_sym_015,page717_L-55_B_c0,15,18
page717_L-55_B_c0_sym_016,page717_L-55_B_c0,16,2
page717_S-5_c0_sym_001,page717_S-5_c0,1,15
page718_L-56_a_c1_sym_001,page718_L-56_a_c1,1,15
page718_L-57_D_c0_sym_001,page718_L-57_D_c0,1,15
page718_L-59_B_c0_sym_001,page718_L-59_B_c0,1,29
page718_L-59_B_c0_sym_002,page718_L-59_B_c0,2,29
page718_L-59_E_c1_sym_001,page718_L-59_E_c1,1,15
page718_L-5_S_c0_sym_001,page718_L-5_S_c0,1,15
page718_L-60_A_bis_c1_sym_001,page718_L-60_A_bis_c1,1,29
page718_L-60_A_bis_c1_sym_002,page718_L-60_A_bis_c1,2,29
page720_L-63_A_c0_sym_001,page720_L-63_A_c0,1,18
page720_L-65_A_c0_sym_001,page720_L-65_A_c0,1,18
page720_L-65_C_c0_sym_001,page720_L-65_C_c0,1,25
page721_L-66_A_bis_c1_sym_001,page721_L-66_A_bis_c1,1,22
page721_L-66_c0_sym_001,page721_L-66_c0,1,35
page721_L-66_D_c1_sym_001,page721_L-66_D_c1,1,35
page721_L-66_E_c2_sym_001,page721_L-66_E_c2,1,22
page721_L-66_F_c3_sym_001,page721_L-66_F_c3,1,6
page722_L-67_A_c0_sym_001,page722_L-67_A_c0,1,39
page722_L-67_B_c0_sym_001,page722_L-67_B_c0,1,39
page722_L-68_A_c0_sym_001,page722_L-68_A_c0,1,39
page722_L-68_E_c0_sym_001,page722_L-68_E_c0,1,39
page723_L-73_A_c2_sym_001,page723_L-73_A_c2,1,15
page723_L-73_A_c2_sym_002,page723_L-73_A_c2,2,15
page723_L-73_a_c3_sym_001,page723_L-73_a_c3,1,18
page723_L-73_B_c4_sym_001,page723_L-73_B_c4,1,9
page723_L-75_a_c2_sym_001,page723_L-75_a_c2,1,18
page723_L-76_a_c1_sym_001,page723_L-76_a_c1,1,3
page723_L-76_a_c1_sym_002,page723_L-76_a_c1,2,3
page723_L-77_a_c3_sym_001,page723_L-77_a_c3,1,18
page724_L-78_A_c0_sym_001,page724_L-78_A_c0,1,35
page724_L-78_A_c0_sym_002,page724_L-78_A_c0,2,0
page724_L-79_A_bis_c1_sym_001,page724_L-79_A_bis_c1,1,18
page724_L-79_A_bis_c1_sym_002,page724_L-79_A_bis_c1,2,27
page724_L-79_A_c0_sym_001,page724_L-79_A_c0,1,35
page724_L-79_A_c0_sym_002,page724_L-79_A_c0,2,0
page724_L-79_B_c1_sym_001,page724_L-79_B_c1,1,27
page724_L-79_E_c1_sym_001,page724_L-79_E_c1,1,27
page724_L-79_F_c0_sym_001,page724_L-79_F_c0,1,18
page724_L-79_F_c0_sym_002,page724_L-79_F_c0,2,27
page725_L-82_a_c1_sym_001,page725_L-82_a_c1,1,15
page725_L-86_a_c2_sym_001,page725_L-86_a_c2,1,15
page726_L-87_E_c0_sym_001,page726_L-87_E_c0,1,6
page726_L-88_a_c0_sym_001,page726_L-88_a_c0,1,15
page726_L-88_a_c0_sym_002,page726_L-88_a_c0,2,15
page726_L-88_a_c0_sym_003,page726_L-88_a_c0,3,1
page726_L-88_A_c1_sym_001,page726_L-88_A_c1,1,15
page726_L-88_A_c1_sym_002,page726_L-88_A_c1,2,15
page726_L-88_A_c1_sym_003,page726_L-88_A_c1,3,1
page726_L-89_A_c0_sym_001,page726_L-89_A_c0,1,5
page726_L-89_A_c0_sym_002,page726_L-89_A_c0,2,5
page726_L-89_A_c0_sym_003,page726_L-89_A_c0,3,5
page726_L-90_A_c1_sym_001,page726_L-90_A_c1,1,16
page726_L-90_A_c1_sym_002,page726_L-90_A_c1,2,1
page726_L-90_A_c1_sym_003,page726_L-90_A_c1,3,15
page726_L-92_A_bis_c1_sym_001,page726_L-92_A_bis_c1,1,5
page726_L-92_A_bis_c1_sym_002,page726_L-92_A_bis_c1,2,5
page726_L-92_A_bis_c1_sym_003,page726_L-92_A_bis_c1,3,5
page726_L-92_A_c0_sym_001,page726_L-92_A_c0,1,5
page726_L-92_A_c0_sym_002,page726_L-92_A_c0,2,5
page726_L-92_A_c0_sym_003,page726_L-92_A_c0,3,5
page726_L-92_E_c0_sym_001,page726_L-92_E_c0,1,5
page726_L-92_E_c0_sym_002,page726_L-92_E_c0,2,5
page726_L-92_E_c0_sym_003,page726_L-92_E_c0,3,5
page726_L-93_a_c0_sym_001,page726_L-93_a_c0,1,3
page726_L-93_A_c2_sym_001,page726_L-93_A_c2,1,3
page726_L-93_E_c1_sym_001,page726_L-93_E_c1,1,15
page726_L-94_a_c1_sym_001,page726_L-94_a_c1,1,15
page726_L-94_A_c4_sym_001,page726_L-94_A_c4,1,15
page727_L-96_B_c0_sym_001,page727_L-96_B_c0,1,15
page728_L-100_a_c1_sym_001,page728_L-100_a_c1,1,0
page728_L-99_a_c1_sym_001,page728_L-99_a_c1,1,0
page728_L-9_B_c2_sym_001,page728_L-9_B_c2,1,30
page729_L-101_B_c1_sym_001,page729_L-101_B_c1,1,15
page729_L-101_C_c0_sym_001,page729_L-101_C_c0,1,15
page729_L-102_D_c2_sym_001,page729_L-102_D_c2,1,15
page729_L-102_E_c0_sym_001,page729_L-102_E_c0,1,15
page729_L-103_A_c0_sym_001,page729_L-103_A_c0,1,1
page729_L-103_A_c0_sym_002,page729_L-103_A_c0,2,27
page729_L-103_A_c0_sym_003,page729_L-103_A_c0,3,37
page729_L-103_A_c0_sym_004,page729_L-103_A_c0,4,29
page729_L-103_A_c0_sym_005,page729_L-103_A_c0,5,22
page729_L-103_A_c0_sym_006,page729_L-103_A_c0,6,29
page729_L-103_A_c0_sym_007,page729_L-103_A_c0,7,13
page729_L-103_A_c0_sym_008,page729_L-103_A_c0,8,16
page729_L-103_A_c0_sym_009,page729_L-103_A_c0,9,28
page729_L-103_a_c1_sym_001,page729_L-103_a_c1,1,3
page729_L-103_B_c0_sym_001,page729_L-103_B_c0,1,16
page729_L-103_c0_sym_001,page729_L-103_c0,1,15
page729_L-103_E_c0_sym_001,page729_L-103_E_c0,1,16
page730_L-104_B_c1_sym_001,page730_L-104_B_c1,1,3
page730_L-105_B_c0_sym_001,page730_L-105_B_c0,1,3
page730_L-105_E_c2_sym_001,page730_L-105_E_c2,1,3
page730_L-106_A_c0_sym_001,page730_L-106_A_c0,1,29
page730_L-106_B_c1_sym_001,page730_L-106_B_c1,1,3
page730_L-106_C_c0_sym_001,page730_L-106_C_c0,1,3
page730_L-106_D_c2_sym_001,page730_L-106_D_c2,1,3
page730_L-1_c1_sym_001,page730_L-1_c1,1,29
page731_L-107_A_c0_sym_001,page731_L-107_A_c0,1,25
page731_L-108_A_c0_sym_001,page731_L-108_A_c0,1,3
page731_L-108_A_c0_sym_002,page731_L-108_A_c0,2,25
page731_L-108_A_c0_sym_003,page731_L-108_A_c0,3,26
page731_L-108_A_c0_sym_004,page731_L-108_A_c0,4,8
page731_L-108_A_c0_sym_005,page731_L-108_A_c0,5,26
page731_L-108_A_c0_sym_006,page731_L-108_A_c0,6,16
page731_L-108_A_c0_sym_007,page731_L-108_A_c0,7,16
page731_L-108_A_c0_sym_008,page731_L-108_A_c0,8,2
page731_L-108_A_c0_sym_009,page731_L-108_A_c0,9,26
page731_L-108_A_c0_sym_010,page731_L-108_A_c0,10,15
page731_L-108_A_c0_sym_011,page731_L-108_A_c0,11,16
page731_L-108_A_c0_sym_012,page731_L-108_A_c0,12,29
page731_L-108_A_c0_sym_013,page731_L-108_A_c0,13,35
page731_L-108_A_c0_sym_014,page731_L-108_A_c0,14,2
page731_L-108_A_c0_sym_015,page731_L-108_A_c0,15,3
page731_L-108_A_c0_sym_016,page731_L-108_A_c0,16,20
page731_L-108_A_c0_sym_017,page731_L-108_A_c0,17,3
page731_L-108_A_c0_sym_018,page731_L-108_A_c0,18,2
page731_L-108_A_c0_sym_019,page731_L-108_A_c0,19,16
page731_L-108_A_c0_sym_020,page731_L-108_A_c0,20,2
page731_L-108_A_c0_sym_021,page731_L-108_A_c0,21,15
page731_L-108_A_c0_sym_022,page731_L-108_A_c0,22,2
page731_L-108_A_c0_sym_023,page731_L-108_A_c0,23,22
page731_L-108_A_c0_sym_024,page731_L-108_A_c0,24,22
page731_L-108_A_c0_sym_025,page731_L-108_A_c0,25,26
page731_L-108_A_c0_sym_026,page731_L-108_A_c0,26,3
page731_L-108_A_c0_sym_027,page731_L-108_A_c0,27,35
page731_L-108_a_c2_sym_001,page731_L-108_a_c2,1,26
page731_L-108_a_c2_sym_002,page731_L-108_a_c2,2,20
page731_L-108_B_c1_sym_001,page731_L-108_B_c1,1,3
page731_L-109_A_c0_sym_001,page731_L-109_A_c0,1,29
page731_L-109_A_c0_sym_002,page731_L-109_A_c0,2,35
page731_L-109_A_c0_sym_003,page731_L-109_A_c0,3,29
page731_L-109_A_c0_sym_004,page731_L-109_A_c0,4,27
page731_L-109_A_c0_sym_005,page731_L-109_A_c0,5,3
page731_L-109_A_c0_sym_006,page731_L-109_A_c0,6,20
page731_L-109_A_c0_sym_007,page731_L-109_A_c0,7,28
page731_L-109_A_c0_sym_008,page731_L-109_A_c0,8,16
page731_L-109_A_c0_sym_009,page731_L-109_A_c0,9,10
page731_L-109_A_c0_sym_010,page731_L-109_A_c0,10,18
page731_L-109_A_c0_sym_011,page731_L-109_A_c0,11,10
page731_L-109_A_c0_sym_012,page731_L-109_A_c0,12,15
page731_L-109_A_c0_sym_013,page731_L-109_A_c0,13,0
page731_L-109_A_c0_sym_014,page731_L-109_A_c0,14,35
page731_L-109_A_c0_sym_015,page731_L-109_A_c0,15,35
page731_L-109_A_c0_sym_016,page731_L-109_A_c0,16,16
page731_L-109_A_c0_sym_017,page731_L-109_A_c0,17,35
page731_L-109_A_c0_sym_018,page731_L-109_A_c0,18,2
page731_L-109_A_c0_sym_019,page731_L-109_A_c0,19,20
page731_L-109_A_c0_sym_020,page731_L-109_A_c0,20,18
page731_L-109_A_c0_sym_021,page731_L-109_A_c0,21,5
page731_L-109_A_c0_sym_022,page731_L-109_A_c0,22,20
page731_L-109_A_c0_sym_023,page731_L-109_A_c0,23,16
page731_L-109_A_c0_sym_024,page731_L-109_A_c0,24,16
page731_L-109_A_c0_sym_025,page731_L-109_A_c0,25,22
page731_L-109_A_c0_sym_026,page731_L-109_A_c0,26,3
page731_L-109_A_c0_sym_027,page731_L-109_A_c0,27,29
page731_L-109_A_c0_sym_028,page731_L-109_A_c0,28,3
page731_L-109_A_c0_sym_029,page731_L-109_A_c0,29,20
page731_L-109_A_c0_sym_030,page731_L-109_A_c0,30,18
page731_L-109_A_c0_sym_031,page731_L-109_A_c0,31,5
page731_L-109_A_c0_sym_032,page731_L-109_A_c0,32,7
page731_L-109_A_c0_sym_033,page731_L-109_A_c0,33,30
page731_L-109_A_c0_sym_034,page731_L-109_A_c0,34,20
page731_L-109_A_c0_sym_035,page731_L-109_A_c0,35,7
page731_L-109_A_c0_sym_036,page731_L-109_A_c0,36,20
page731_L-109_A_c0_sym_037,page731_L-109_A_c0,37,5
page731_L-109_A_c0_sym_038,page731_L-109_A_c0,38,7
page731_L-109_A_c0_sym_039,page731_L-109_A_c0,39,20
page731_L-109_A_c0_sym_040,page731_L-109_A_c0,40,20
page731_L-109_A_c0_sym_041,page731_L-109_A_c0,41,7
page731_L-109_A_c0_sym_042,page731_L-109_A_c0,42,5
page731_L-109_A_c0_sym_043,page731_L-109_A_c0,43,32
page731_L-109_A_c0_sym_044,page731_L-109_A_c0,44,5
page731_L-109_a_c1_sym_001,page731_L-109_a_c1,1,39
page731_L-109_a_c1_sym_002,page731_L-109_a_c1,2,39
page731_L-109_B_c0_sym_001,page731_L-109_B_c0,1,39
page731_L-109_B_c0_sym_002,page731_L-109_B_c0,2,39
page731_L-109_C_c0_sym_001,page731_L-109_C_c0,1,29
page731_L-109_C_c0_sym_002,page731_L-109_C_c0,2,35
page731_L-109_C_c0_sym_003,page731_L-109_C_c0,3,29
page731_L-109_C_c0_sym_004,page731_L-109_C_c0,4,27
page731_L-109_C_c0_sym_005,page731_L-109_C_c0,5,3
page731_L-109_C_c0_sym_006,page731_L-109_C_c0,6,20
page731_L-109_C_c0_sym_007,page731_L-109_C_c0,7,28
page731_L-109_C_c0_sym_008,page731_L-109_C_c0,8,16
page731_L-109_C_c0_sym_009,page731_L-109_C_c0,9,10
page731_L-109_C_c0_sym_010,page731_L-109_C_c0,10,18
page731_L-109_C_c0_sym_011,page731_L-109_C_c0,11,10
page731_L-109_C_c0_sym_012,page731_L-109_C_c0,12,15
page731_L-109_C_c0_sym_013,page731_L-109_C_c0,13,0
page731_L-109_C_c0_sym_014,page731_L-109_C_c0,14,35
page731_L-109_C_c0_sym_015,page731_L-109_C_c0,15,35
page731_L-109_C_c0_sym_016,page731_L-109_C_c0,16,16
page731_L-109_C_c0_sym_017,page731_L-109_C_c0,17,35
page731_L-109_C_c0_sym_018,page731_L-109_C_c0,18,2
page731_L-109_C_c0_sym_019,page731_L-109_C_c0,19,20
page731_L-109_C_c0_sym_020,page731_L-109_C_c0,20,18
page731_L-109_C_c0_sym_021,page731_L-109_C_c0,21,5
page731_L-109_C_c0_sym_022,page731_L-109_C_c0,22,20
page731_L-109_C_c0_sym_023,page731_L-109_C_c0,23,16
page731_L-109_C_c0_sym_024,page731_L-109_C_c0,24,16
page731_L-109_C_c0_sym_025,page731_L-109_C_c0,25,22
page731_L-109_C_c0_sym_026,page731_L-109_C_c0,26,3
page731_L-109_C_c0_sym_027,page731_L-109_C_c0,27,29
page731_L-109_C_c0_sym_028,page731_L-109_C_c0,28,3
page731_L-109_C_c0_sym_029,page731_L-109_C_c0,29,20
page731_L-109_C_c0_sym_030,page731_L-109_C_c0,30,18
page731_L-109_C_c0_sym_031,page731_L-109_C_c0,31,5
page731_L-109_C_c0_sym_032,page731_L-109_C_c0,32,7
page731_L-109_C_c0_sym_033,page731_L-109_C_c0,33,30
page731_L-109_C_c0_sym_034,page731_L-109_C_c0,34,20
page731_L-109_C_c0_sym_035,page731_L-109_C_c0,35,7
page731_L-109_C_c0_sym_036,page731_L-109_C_c0,36,20
page731_L-109_C_c0_sym_037,page731_L-109_C_c0,37,5
page731_L-109_C_c0_sym_038,page731_L-109_C_c0,38,7
page731_L-109_C_c0_sym_039,page731_L-109_C_c0,39,20
page731_L-109_C_c0_sym_040,page731_L-109_C_c0,40,20
page731_L-109_C_c0_sym_041,page731_L-109_C_c0,41,7
page731_L-109_C_c0_sym_042,page731_L-109_C_c0,42,5
page731_L-109_C_c0_sym_043,page731_L-109_C_c0,43,32
page731_L-109_C_c0_sym_044,page731_L-109_C_c0,44,5
page732_L-1123_L_c0_sym_001,page732_L-1123_L_c0,1,3
page732_L-1123_L_c0_sym_002,page732_L-1123_L_c0,2,20
page732_L-1123_L_c0_sym_003,page732_L-1123_L_c0,3,6
page732_L-2_A_c0_sym_001,page732_L-2_A_c0,1,3
page732_L-2_A_c0_sym_002,page732_L-2_A_c0,2,20
page732_L-2_A_c0_sym_003,page732_L-2_A_c0,3,6
page733_L-113_c0_sym_001,page733_L-113_c0,1,25
page733_L-116_C_c0_sym_001,page733_L-116_C_c0,1,6
page733_L-116_E_c0_sym_001,page733_L-116_E_c0,1,15
page733_L-1_I_c0_sym_001,page733_L-1_I_c0,1,6
page734_L-118_F_c0_sym_001,page734_L-118_F_c0,1,15
page734_L-120_c0_sym_001,page734_L-120_c0,1,18
page735_L-123_a_c1_sym_001,page735_L-123_a_c1,1,9
page735_L-124_B_c1_sym_001,page735_L-124_B_c1,1,9
page736_L-127_A_c0_sym_001,page736_L-127_A_c0,1,30
page736_L-127_A_c0_sym_002,page736_L-127_A_c0,2,25
page740_L-146_A_c0_sym_001,page740_L-146_A_c0,1,20
page740_L-146_A_c0_sym_002,page740_L-146_A_c0,2,20
page740_L-146_A_c0_sym_003,page740_L-146_A_c0,3,20
page743_L-162_A_c0_sym_001,page743_L-162_A_c0,1,35
page743_L-162_A_c0_sym_002,page743_L-162_A_c0,2,35
page743_L-162_A_c0_sym_003,page743_L-162_A_c0,3,29
page743_L-162_A_c0_sym_004,page743_L-162_A_c0,4,10
page743_L-162_A_c0_sym_005,page743_L-162_A_c0,5,25
page744_L-165_A_c0_sym_001,page744_L-165_A_c0,1,37
page744_L-165_A_c0_sym_002,page744_L-165_A_c0,2,26
page744_L-167_A_c1_sym_001,page744_L-167_A_c1,1,37
page744_L-167_A_c1_sym_002,page744_L-167_A_c1,2,26
page746_L-174_c0_sym_001,page746_L-174_c0,1,38
page746_L-176_A_bis_c0_sym_001,page746_L-176_A_bis_c0,1,25
page746_L-176_A_c0_sym_001,page746_L-176_A_c0,1,38
page747_L-177_A_bis_c0_sym_001,page747_L-177_A_bis_c0,1,25
page747_L-178_A_bis_c0_sym_001,page747_L-178_A_bis_c0,1,18
page747_L-180_A_c0_sym_001,page747_L-180_A_c0,1,18
page747_M-7_c0_sym_001,page747_M-7_c0,1,25
page750_L-191_A_c0_sym_001,page750_L-191_A_c0,1,35
