page,line_id,caption_index,text_raw,text_norm,x,y,w,h,x_center,site,number,side,part,variant,normalized_code
174,15,0,M-550 A M-550 B,M-550 A M-550 B,634,1682,1145,33,939,M,550,A,,,M-550 A
174,15,1,M-550 A M-550 B,M-550 A M-550 B,634,1682,1145,33,1511,M,550,B,,,M-550 B
174,19,0,M-SSI A M-551 B,M-SSI A M-551 B,639,2474,1136,28,1509,M,551,B,,,M-551 B
174,28,0,M-552 A M-552 B,M-552 A M-552 B,590,3214,1255,30,924,M,552,A,,,M-552 A
174,28,1,M-552 A M-552 B,M-552 A M-552 B,590,3214,1255,30,1552,M,552,B,,,M-552 B
175,9,0,M-553 A M-553 B,M-553 A M-553 B,597,874,1134,37,899,M,553,A,,,M-553 A
175,9,1,M-553 A M-553 B,M-553 A M-553 B,597,874,1134,37,1466,M,553,B,,,M-553 B
175,12,0,M-554 A M-554 B,M-554 A M-554 B,602,1577,1140,38,906,M,554,A,,,M-554 A
175,12,1,M-554 A M-554 B,M-554 A M-554 B,602,1577,1140,38,1476,M,554,B,,,M-554 B
175,19,0,M-555 A M-555 B,M-555 A M-555 B,608,2383,1140,45,912,M,555,A,,,M-555 A
175,19,1,M-555 A M-555 B,M-555 A M-555 B,608,2383,1140,45,1482,M,555,B,,,M-555 B
175,31,0,M-556 A M-556 B,M-556 A M-556 B,611,3179,1149,48,917,M,556,A,,,M-556 A
175,31,1,M-556 A M-556 B,M-556 A M-556 B,611,3179,1149,48,1491,M,556,B,,,M-556 B
176,6,0,as hk M-557 B,as hk M-557 B,573,840,1210,32,1457,M,557,B,,,M-557 B
176,10,0,| M-558 A M-558 B |,| M-558 A M-558 B |,105,1559,2202,120,800,M,558,A,,,M-558 A
176,10,1,| M-558 A M-558 B |,| M-558 A M-558 B |,105,1559,2202,120,1727,M,558,B,,,M-558 B
176,15,0,M-559 A M-559 B,M-559 A M-559 B,576,2429,1194,39,894,M,559,A,,,M-559 A
176,15,1,M-559 A M-559 B,M-559 A M-559 B,576,2429,1194,39,1491,M,559,B,,,M-559 B
176,23,0,M-560 A M-560 B,M-560 A M-560 B,572,3221,1197,37,891,M,560,A,,,M-560 A
176,23,1,M-560 A M-560 B,M-560 A M-560 B,572,3221,1197,37,1489,M,560,B,,,M-560 B
177,6,0,M-561 A M-361 B,M-561 A M-361 B,551,862,1183,40,866,M,561,A,,,M-561 A
177,6,1,M-561 A M-361 B,M-561 A M-361 B,551,862,1183,40,1457,M,361,B,,,M-361 B
177,10,0,; : . - > Pr me - 7 et ne oak),; : . - > Pr me - 7 et ne oak),351,1206,1645,35,1310,E,7,e,,,E-7 e
177,15,0,| M-562 A M-562 B,| M-562 A M-562 B,66,1607,1687,84,661,M,562,A,,,M-562 A
177,15,1,| M-562 A M-562 B,| M-562 A M-562 B,66,1607,1687,84,1405,M,562,B,,,M-562 B
177,22,0,M-563 A M-563 B,M-563 A M-563 B,575,2447,1194,42,893,M,563,A,,,M-563 A
177,22,1,M-563 A M-563 B,M-563 A M-563 B,575,2447,1194,42,1490,M,563,B,,,M-563 B
177,30,0,M-564 A M-564 B,M-564 A M-564 B,590,3187,1170,43,902,M,564,A,,,M-564 A
177,30,1,M-564 A M-564 B,M-564 A M-564 B,590,3187,1170,43,1487,M,564,B,,,M-564 B
178,12,0,M-565 A M-545 B ),M-565 A M-545 B ),622,832,1822,56,1050,M,565,A,,,M-565 A
178,12,1,M-565 A M-545 B ),M-565 A M-545 B ),622,832,1822,56,1908,M,545,B,,,M-545 B
178,22,0,M-566 A M-566 B,M-566 A M-566 B,636,1685,1157,34,944,M,566,A,,,M-566 A
178,22,1,M-566 A M-566 B,M-566 A M-566 B,636,1685,1157,34,1523,M,566,B,,,M-566 B
178,33,0,M-S67 A M-567 B,M-S67 A M-567 B,584,2447,1255,36,1546,M,567,B,,,M-567 B
178,40,0,M-568 A M568 BR,M-568 A M568 BR,621,3234,1182,42,936,M,568,A,,,M-568 A
179,2,0,M-569 A M-S69 B,M-569 A M-S69 B,635,761,1043,30,913,M,569,A,,,M-569 A
179,12,0,M-S70. A M-570 B,M-S70. A M-570 B,612,1598,1100,42,1471,M,570,B,,,M-570 B
179,23,0,M-571 A M-571 B |,M-571 A M-571 B |,627,2422,1646,74,1014,M,571,A,,,M-571 A
179,23,1,M-571 A M-571 B |,M-571 A M-571 B |,627,2422,1646,74,1788,M,571,B,,,M-571 B
179,27,0,M-572 A M-572 B |,M-572 A M-572 B |,603,3142,1679,107,998,M,572,A,,,M-572 A
179,27,1,M-572 A M-572 B |,M-572 A M-572 B |,603,3142,1679,107,1788,M,572,B,,,M-572 B
180,9,0,M-573 A M-573 B,M-573 A M-573 B,642,850,1199,37,961,M,573,A,,,M-573 A
180,9,1,M-573 A M-573 B,M-573 A M-573 B,642,850,1199,37,1561,M,573,B,,,M-573 B
180,10,0,| M-574 A M-574 B,| M-574 A M-574 B,141,1611,1713,69,745,M,574,A,,,M-574 A
180,10,1,| M-574 A M-574 B,| M-574 A M-574 B,141,1611,1713,69,1501,M,574,B,,,M-574 B
180,19,0,M-575 A M-575 B,M-575 A M-575 B,674,2401,1084,38,963,M,575,A,,,M-575 A
180,19,1,M-575 A M-575 B,M-575 A M-575 B,674,2401,1084,38,1505,M,575,B,,,M-575 B
180,28,0,M-576 A M-576 B |,M-576 A M-576 B |,683,3191,1655,72,1072,M,576,A,,,M-576 A
180,28,1,M-576 A M-576 B |,M-576 A M-576 B |,683,3191,1655,72,1851,M,576,B,,,M-576 B
181,9,0,M-S77 A M-577 B,M-S77 A M-577 B,638,842,1017,44,1417,M,577,B,,,M-577 B
181,18,0,M-577 A bis M-577 B bis,M-577 A bis M-577 B bis,606,1662,1084,49,865,M,577,A,,bis,M-577 A bis
181,18,1,M-577 A bis M-577 B bis,M-577 A bis M-577 B bis,606,1662,1084,49,1430,M,577,B,,bis,M-577 B bis
181,24,0,M-578 A M-578 B,M-578 A M-578 B,622,2428,1081,46,910,M,578,A,,,M-578 A
181,24,1,M-578 A M-578 B,M-578 A M-578 B,622,2428,1081,46,1450,M,578,B,,,M-578 B
181,33,0,M-578 A bis M-578 B bis,M-578 A bis M-578 B bis,646,3192,1119,48,913,M,578,A,,bis,M-578 A bis
181,33,1,M-578 A bis M-578 B bis,M-578 A bis M-578 B bis,646,3192,1119,48,1497,M,578,B,,bis,M-578 B bis
182,5,0,M-S79 A M-579 B,M-S79 A M-579 B,617,872,1213,29,1546,M,579,B,,,M-579 B
182,7,0,M-580 A M-580 B,M-580 A M-580 B,625,1911,1206,32,946,M,580,A,,,M-580 A
182,7,1,M-580 A M-580 B,M-580 A M-580 B,625,1911,1206,32,1549,M,580,B,,,M-580 B
182,11,0,M-581 A M-581 B,M-581 A M-581 B,657,2987,1147,33,962,M,581,A,,,M-581 A
182,11,1,M-581 A M-581 B,M-581 A M-581 B,657,2987,1147,33,1536,M,581,B,,,M-581 B
183,6,0,"M-582 A é. ""","M-582 A é. """,690,945,1145,44,1071,M,582,A,,,M-582 A
183,8,0,M-582 B,M-582 B,1631,1100,139,27,1700,M,582,B,,,M-582 B
183,12,0,M-583 A ; >,M-583 A ; >,684,2067,1192,27,1117,M,583,A,,,M-583 A
183,13,0,M-583 B,M-583 B,1632,2163,138,29,1701,M,583,B,,,M-583 B
183,24,0,| M-584 B,| M-584 B,84,3168,1709,60,1128,M,584,B,,,M-584 B
184,14,0,M-585 B,M-585 B,1652,1074,140,28,1722,M,585,B,,,M-585 B
184,20,0,[3 e— 2S a ',[3 e- 2S a ',396,1710,1600,42,1196,E,2,S,,,E-2 S
184,22,0,M-586 A 3,M-586 A 3,715,2035,1015,36,1166,M,586,A,,,M-586 A
184,34,0,M-587 A,M-587 A,787,3078,141,28,857,M,587,A,,,M-587 A
184,35,0,M-587 B,M-587 B,1671,3231,139,31,1740,M,587,B,,,M-587 B
185,2,0,M-588 A aff Y,M-588 A aff Y,694,825,1155,46,1049,M,588,A,,,M-588 A
185,5,0,M-588 B,M-588 B,1630,1108,143,42,1701,M,588,B,,,M-588 B
185,9,0,M-589 A M-589 B,M-589 A M-589 B,586,1878,1096,44,878,M,589,A,,,M-589 A
185,9,1,M-589 A M-589 B,M-589 A M-589 B,586,1878,1096,44,1426,M,589,B,,,M-589 B
185,12,0,M-590 A M-590 B,M-590 A M-590 B,638,2583,1085,40,927,M,590,A,,,M-590 A
185,12,1,M-590 A M-590 B,M-590 A M-590 B,638,2583,1085,40,1469,M,590,B,,,M-590 B
185,13,0,M-S9IL A M-591 B,M-S9IL A M-591 B,638,3192,1111,42,1505,M,591,B,,,M-591 B
186,3,0,na 502 A M-592 B |,na 502 A M-592 B |,623,647,1681,72,1837,M,592,B,,,M-592 B
186,6,0,M-593 A M-593 B |,M-593 A M-593 B |,654,1204,1653,63,1042,M,593,A,,,M-593 A
186,6,1,M-593 A M-593 B |,M-593 A M-593 B |,654,1204,1653,63,1820,M,593,B,,,M-593 B
186,11,0,| M-594 A M-594 B,| M-594 A M-594 B,108,1655,1587,69,668,M,594,A,,,M-594 A
186,11,1,| M-594 A M-594 B,| M-594 A M-594 B,108,1655,1587,69,1368,M,594,B,,,M-594 B
186,14,0,M-504 A bis M-594 B bis [M-595 deleted],M-504 A bis M-594 B bis [M-595 deleted],639,2183,1450,38,843,M,504,A,,bis,M-504 A bis
186,14,1,M-504 A bis M-594 B bis [M-595 deleted],M-504 A bis M-594 B bis [M-595 deleted],639,2183,1450,38,1289,M,594,B,,bis,M-594 B bis
186,14,2,M-504 A bis M-594 B bis [M-595 deleted],M-504 A bis M-594 B bis [M-595 deleted],639,2183,1450,38,1698,M,595,d,,,M-595 d
186,21,0,M-596 A M-596 B,M-596 A M-596 B,694,2705,1072,35,979,M,596,A,,,M-596 A
186,21,1,M-596 A M-596 B,M-596 A M-596 B,694,2705,1072,35,1515,M,596,B,,,M-596 B
186,22,0,M-597 A M-597 B,M-597 A M-597 B,732,3235,989,30,995,M,597,A,,,M-597 A
186,22,1,M-597 A M-597 B,M-597 A M-597 B,732,3235,989,30,1490,M,597,B,,,M-597 B
187,5,0,M-598 A M-598 B,M-598 A M-598 B,637,579,1035,60,913,M,598,A,,,M-598 A
187,5,1,M-598 A M-598 B,M-598 A M-598 B,637,579,1035,60,1430,M,598,B,,,M-598 B
187,7,0,M-599 A M-599 B,M-599 A M-599 B,608,1079,1083,45,896,M,599,A,,,M-599 A
187,7,1,M-599 A M-599 B,M-599 A M-599 B,608,1079,1083,45,1438,M,599,B,,,M-599 B
187,14,0,M-600 A M-600 B,M-600 A M-600 B,790,1623,744,41,988,M,600,A,,,M-600 A
187,14,1,M-600 A M-600 B,M-600 A M-600 B,790,1623,744,41,1360,M,600,B,,,M-600 B
187,19,0,M-60) A M-601 B,M-60) A M-601 B,603,2113,1129,46,753,M,60,,,,M-60
187,19,1,M-60) A M-601 B,M-60) A M-601 B,603,2113,1129,46,1468,M,601,B,,,M-601 B
187,21,0,M-602 A M-602 B,M-602 A M-602 B,619,2636,1144,47,924,M,602,A,,,M-602 A
187,21,1,M-602 A M-602 B,M-602 A M-602 B,619,2636,1144,47,1496,M,602,B,,,M-602 B
187,23,0,M-6013 A M-603 B,M-6013 A M-603 B,659,3172,1128,42,976,M,6013,A,,,M-6013 A
187,23,1,M-6013 A M-603 B,M-6013 A M-603 B,659,3172,1128,42,1540,M,603,B,,,M-603 B
188,2,0,gh See aie ae M-6(4 B,gh See aie ae M-6(4 B,255,614,1570,63,1413,M,6,,,,M-6
188,9,0,M-604 B bis,M-604 B bis,1642,1079,200,28,1742,M,604,B,,bis,M-604 B bis
188,11,0,M-605 A M-005 B,M-605 A M-005 B,655,1596,1090,69,945,M,605,A,,,M-605 A
188,11,1,M-605 A M-005 B,M-605 A M-005 B,655,1596,1090,69,1490,M,5,B,,,M-5 B
188,16,0,M-606 A M-606 B,M-606 A M-606 B,669,2128,1079,33,956,M,606,A,,,M-606 A
188,16,1,M-606 A M-606 B,M-606 A M-606 B,669,2128,1079,33,1496,M,606,B,,,M-606 B
188,19,0,M-607 A M-607 B,M-607 A M-607 B,603,2689,1202,29,923,M,607,A,,,M-607 A
188,19,1,M-607 A M-607 B,M-607 A M-607 B,603,2689,1202,29,1524,M,607,B,,,M-607 B
188,26,0,M-608 A M-608 B,M-608 A M-608 B,605,3224,1212,35,928,M,608,A,,,M-608 A
188,26,1,M-608 A M-608 B,M-608 A M-608 B,605,3224,1212,35,1534,M,608,B,,,M-608 B
189,5,0,M-009 A M-609 B,M-009 A M-609 B,658,599,967,33,915,M,9,A,,,M-9 A
189,5,1,M-009 A M-609 B,M-009 A M-609 B,658,599,967,33,1399,M,609,B,,,M-609 B
189,11,0,M-609 a M-609 b,M-609 a M-609 b,666,1232,964,39,923,M,609,a,,,M-609 a
189,11,1,M-609 a M-609 b,M-609 a M-609 b,666,1232,964,39,1405,M,609,b,,,M-609 b
189,14,0,M-610 A M-610 B,M-610 A M-610 B,675,1773,970,38,933,M,610,A,,,M-610 A
189,14,1,M-610 A M-610 B,M-610 A M-610 B,675,1773,970,38,1418,M,610,B,,,M-610 B
189,16,0,M-611 A M-611 B,M-611 A M-611 B,681,2314,971,43,939,M,611,A,,,M-611 A
189,16,1,M-611 A M-611 B,M-611 A M-611 B,681,2314,971,43,1425,M,611,B,,,M-611 B
189,19,0,M-612 A M-612 B M-613 A M-613 B,M-612 A M-612 B M-613 A M-613 B,369,3168,1735,49,592,M,612,A,,,M-612 A
189,19,1,M-612 A M-612 B M-613 A M-613 B,M-612 A M-612 B M-613 A M-613 B,369,3168,1735,49,1040,M,612,B,,,M-612 B
189,19,2,M-612 A M-612 B M-613 A M-613 B,M-612 A M-612 B M-613 A M-613 B,369,3168,1735,49,1488,M,613,A,,,M-613 A
189,19,3,M-612 A M-612 B M-613 A M-613 B,M-612 A M-612 B M-613 A M-613 B,369,3168,1735,49,1908,M,613,B,,,M-613 B
190,22,0,M-614 A,M-614 A,367,2319,140,26,437,M,614,A,,,M-614 A
190,31,0,M-615 A,M-615 A,1669,3231,147,41,1742,M,615,A,,,M-615 A
191,12,0,| ma. M-617 A,| ma. M-617 A,57,925,1885,130,1434,M,617,A,,,M-617 A
191,13,0,M-616 A |,M-616 A |,539,983,1716,96,1301,M,616,A,,,M-616 A
191,30,0,M-619 C,M-619 C,1599,2348,139,28,1668,M,619,C,,,M-619 C
191,31,0,M-619 A,M-619 A,509,2400,143,28,580,M,619,A,,,M-619 A
191,37,0,M-619 B M-619 D M-619 F,M-619 B M-619 D M-619 F,786,3128,1170,54,989,M,619,B,,,M-619 B
191,37,1,M-619 B M-619 D M-619 F,M-619 B M-619 D M-619 F,786,3128,1170,54,1396,M,619,D,,,M-619 D
191,37,2,M-619 B M-619 D M-619 F,M-619 B M-619 D M-619 F,786,3128,1170,54,1777,M,619,F,,,M-619 F
191,38,0,M-619 E,M-619 E,296,3221,138,30,365,M,619,E,,,M-619 E
192,2,0,M-620 A,M-620 A,310,1201,143,29,381,M,620,A,,,M-620 A
192,3,0,M-620 A,M-620 A,318,2572,145,28,390,M,620,A,,,M-620 A
193,11,0,H-1 A H-1 A bis,H-1 A H-1 A bis,555,1660,1219,42,798,H,1,A,,,H-1 A
193,11,1,H-1 A H-1 A bis,H-1 A H-1 A bis,555,1660,1219,42,1408,H,1,A,,bis,H-1 A bis
194,8,0,H-2A,H-2A,626,1358,103,30,677,H,2,A,,,H-2 A
194,16,0,H-2a,H-2a,632,2719,92,29,678,H,2,a,,,H-2 a
195,6,0,H-3A,H-3A,1534,1540,101,28,1584,H,3,A,,,H-3 A
195,14,0,H-3 4,H-3 4,1547,2968,92,41,1583,H,3,,,,H-3
196,3,0,H-4A,H-4A,698,1413,102,29,749,H,4,A,,,H-4 A
196,10,0,H-4a |,H-4a |,716,2686,1621,62,1391,H,4,a,,,H-4 a
197,23,0,H-5 a,H-5 a,1554,3063,92,44,1600,H,5,a,,,H-5 a
198,12,0,H-65A i,H-65A i,781,1535,1549,29,1444,H,65,A,,,H-65 A
198,33,0,H-6 a |,H-6 a |,789,3192,1541,63,1449,H,6,a,,,H-6 a
199,28,0,| H-7 a,| H-7 a,77,3143,1636,99,1128,H,7,a,,,H-7 a
200,14,0,~~ H-8 A (152 %),~~ H-8 A (152 %),984,1634,906,30,1323,H,8,A,,,H-8 A
200,24,0,o =2 H-8 A bis,o =2 H-8 A bis,534,3181,1385,77,1473,H,8,A,,bis,H-8 A bis
201,9,0,H-8 a,H-8 a,1421,2158,88,27,1465,H,8,a,,,H-8 a
202,7,0,H-9A,H-9A,626,1346,104,28,678,H,9,A,,,H-9 A
202,16,0,H-9 a,H-9 a,643,2740,93,40,689,H,9,a,,,H-9 a
203,12,0,H-10 A,H-10 A,1500,1613,121,30,1560,H,10,A,,,H-10 A
203,30,0,H-10 a,H-10 a,1501,3196,109,45,1555,H,10,a,,,H-10 a
205,6,0,"t , x H-12 a","t , x H-12 a",544,1221,1230,86,1466,H,12,a,,,H-12 a
205,16,0,mee WiFi w AL< 2 SNe — 3 Aue,mee WiFi w AL< 2 SNe - 3 Aue,120,2737,2019,69,1742,E,3,A,,,E-3 A
205,18,0,H-14 A H-14 a,H-14 A H-14 a,478,3178,1411,42,857,H,14,A,,,H-14 A
205,18,1,H-14 A H-14 a,H-14 A H-14 a,478,3178,1411,42,1563,H,14,a,,,H-14 a
206,19,0,H-16 A H-16 a,H-16 A H-16 a,665,2074,1102,36,961,H,16,A,,,H-16 A
206,19,1,H-16 A H-16 a,H-16 A H-16 a,665,2074,1102,36,1512,H,16,a,,,H-16 a
206,29,0,HT A H-17 a,HT A H-17 a,686,3215,1096,66,1483,H,17,a,,,H-17 a
207,4,0,H-18 A H-18 a,H-18 A H-18 a,669,850,979,56,932,H,18,A,,,H-18 A
207,4,1,H-18 A H-18 a,H-18 A H-18 a,669,850,979,56,1422,H,18,a,,,H-18 a
207,7,0,H-19 A H-19 a,H-19 A H-19 a,524,1988,1307,38,875,H,19,A,,,H-19 A
207,7,1,H-19 A H-19 a,H-19 A H-19 a,524,1988,1307,38,1529,H,19,a,,,H-19 a
207,12,0,H-20. A H-20 a,H-20. A H-20 a,565,3191,1250,45,743,H,20,,,,H-20
207,12,1,H-20. A H-20 a,H-20. A H-20 a,565,3191,1250,45,1547,H,20,a,,,H-20 a
208,6,0,H-21A H-21 0 j |,H-21A H-21 0 j |,571,1174,1749,71,898,H,21,A,,,H-21 A
208,6,1,H-21A H-21 0 j |,H-21A H-21 0 j |,571,1174,1749,71,1500,H,21,,,,H-21
208,12,0,| H-22 A H-22 a,| H-22 A H-22 a,117,2230,1749,79,758,H,22,A,,,H-22 A
208,12,1,| H-22 A H-22 a,| H-22 A H-22 a,117,2230,1749,79,1516,H,22,a,,,H-22 a
208,19,0,H-23 A H-23 a,H-23 A H-23 a,499,3207,1399,43,875,H,23,A,,,H-23 A
208,19,1,H-23 A H-23 a,H-23 A H-23 a,499,3207,1399,43,1575,H,23,a,,,H-23 a
209,6,0,H-24 A H-24 a,H-24 A H-24 a,540,1114,1255,44,877,H,24,A,,,H-24 A
209,6,1,H-24 A H-24 a,H-24 A H-24 a,540,1114,1255,44,1505,H,24,a,,,H-24 a
209,8,0,H-25 A H-25 a,H-25 A H-25 a,582,2165,1184,41,900,H,25,A,,,H-25 A
209,8,1,H-25 A H-25 a,H-25 A H-25 a,582,2165,1184,41,1492,H,25,a,,,H-25 a
209,16,0,H-26 A H-26 a,H-26 A H-26 a,588,3191,1196,43,910,H,26,A,,,H-26 A
209,16,1,H-26 A H-26 a,H-26 A H-26 a,588,3191,1196,43,1508,H,26,a,,,H-26 a
210,15,0,H-28 A H-28 a,H-28 A H-28 a,593,2231,1248,28,929,H,28,A,,,H-28 A
210,15,1,H-28 A H-28 a,H-28 A H-28 a,593,2231,1248,28,1553,H,28,a,,,H-28 a
210,21,0,H-29 A H-29 a,H-29 A H-29 a,570,3206,1266,28,910,H,29,A,,,H-29 A
210,21,1,H-29 A H-29 a,H-29 A H-29 a,570,3206,1266,28,1543,H,29,a,,,H-29 a
211,4,0,H-30 A _,H-30 A _,604,956,1140,70,1102,H,30,A,,,H-30 A
211,5,0,H-30 a,H-30 a,1598,1021,113,45,1654,H,30,a,,,H-30 a
211,12,0,H-31 A H-31 a,H-31 A H-31 a,610,1964,1108,50,908,H,31,A,,,H-31 A
211,12,1,H-31 A H-31 a,H-31 A H-31 a,610,1964,1108,50,1462,H,31,a,,,H-31 a
211,24,0,H-32 A H-32 a,H-32 A H-32 a,622,2952,1095,45,916,H,32,A,,,H-32 A
211,24,1,H-32 A H-32 a,H-32 A H-32 a,622,2952,1095,45,1464,H,32,a,,,H-32 a
212,5,0,H-33 A H-33 a |,H-33 A H-33 a |,753,909,1598,52,1125,H,33,A,,,H-33 A
212,5,1,H-33 A H-33 a |,H-33 A H-33 a |,753,909,1598,52,1871,H,33,a,,,H-33 a
212,10,0,"H-34 A NY ‘!) iA , nae","H-34 A NY ‘!) iA , nae",703,2316,1382,98,922,H,34,A,,,H-34 A
212,13,0,H-34 a bis,H-34 a bis,1634,2791,166,29,1717,H,34,a,,bis,H-34 a bis
213,6,0,H-35 A H-35 a,H-35 A H-35 a,583,959,1137,47,889,H,35,A,,,H-35 A
213,6,1,H-35 A H-35 a,H-35 A H-35 a,583,959,1137,47,1457,H,35,a,,,H-35 a
213,10,0,H-36 A H-36 a,H-36 A H-36 a,582,2036,1143,42,889,H,36,A,,,H-36 A
213,10,1,H-36 A H-36 a,H-36 A H-36 a,582,2036,1143,42,1461,H,36,a,,,H-36 a
213,15,0,H-37 A H-37 a,H-37 A H-37 a,637,3193,1094,46,931,H,37,A,,,H-37 A
213,15,1,H-37 A H-37 a,H-37 A H-37 a,637,3193,1094,46,1478,H,37,a,,,H-37 a
214,6,0,H38A H-38 a,H38A H-38 a,739,1041,991,46,1459,H,38,a,,,H-38 a
214,12,0,H-39 A H-39 a,H-39 A H-39 a,743,1962,982,43,1007,H,39,A,,,H-39 A
214,12,1,H-39 A H-39 a,H-39 A H-39 a,743,1962,982,43,1498,H,39,a,,,H-39 a
214,16,0,H40 A H-40 a,H40 A H-40 a,739,2858,1002,44,1490,H,40,a,,,H-40 a
215,4,0,H4ILA H-41 a,H4ILA H-41 a,623,930,1070,52,1425,H,41,a,,,H-41 a
215,7,0,= H-42 a,= H-42 a,669,1840,1009,84,1299,H,42,a,,,H-42 a
216,6,0,H-44 A H-44 a |,H-44 A H-44 a |,709,1073,1636,79,1090,H,44,A,,,H-44 A
216,6,1,H-44 A H-44 a |,H-44 A H-44 a |,709,1073,1636,79,1854,H,44,a,,,H-44 a
216,8,0,H-4S A H-45 a,H-4S A H-45 a,709,2092,1063,56,913,H,4,S,,,H-4 S
216,8,1,H-4S A H-45 a,H-4S A H-45 a,709,2092,1063,56,1526,H,45,a,,,H-45 a
216,13,0,H-46 A H-46 a,H-46 A H-46 a,653,3224,1176,39,969,H,46,A,,,H-46 A
216,13,1,H-46 A H-46 a,H-46 A H-46 a,653,3224,1176,39,1557,H,46,a,,,H-46 a
217,5,0,"H-48 A H-49 A H-50,A","H-48 A H-49 A H-50,A",398,2294,1599,43,677,H,48,A,,,H-48 A
217,5,1,"H-48 A H-49 A H-50,A","H-48 A H-49 A H-50,A",398,2294,1599,43,1237,H,49,A,,,H-49 A
217,5,2,"H-48 A H-49 A H-50,A","H-48 A H-49 A H-50,A",398,2294,1599,43,1677,H,50,,,,H-50
217,10,0,H-48 a H-49 a By aD “REN. t4,H-48 a H-49 a By aD “REN. t4,408,3052,1810,107,634,H,48,a,,,H-48 a
217,10,1,H-48 a H-49 a By aD “REN. t4,H-48 a H-49 a By aD “REN. t4,408,3052,1810,107,1086,H,49,a,,,H-49 a
217,11,0,H-50 a,H-50 a,1886,3198,105,29,1938,H,50,a,,,H-50 a
218,6,0,| ) ; H-53.A,| ) ; H-53.A,129,922,1884,110,1385,H,53,,,,H-53
218,10,0,| H-St a H-52 a *% j — - |,| H-St a H-52 a *% j - - |,132,1615,2207,86,1193,H,52,a,,,H-52 a
218,11,0,_— H-53 a,_- H-53 a,216,1718,1800,94,1416,H,53,a,,,H-53 a
218,12,0,SHA H-55 A H-56A,SHA H-55 A H-56A,295,2482,1753,66,1116,H,55,A,,,H-55 A
218,12,1,SHA H-55 A H-56A,SHA H-55 A H-56A,295,2482,1753,66,1774,H,56,A,,,H-56 A
218,15,0,H-54 a H-55 a } H-36 a,H-54 a H-55 a } H-36 a,477,3188,1570,83,726,H,54,a,,,H-54 a
218,15,1,H-54 a H-55 a } H-36 a,H-54 a H-55 a } H-36 a,477,3188,1570,83,1226,H,55,a,,,H-55 a
218,15,2,H-54 a H-55 a } H-36 a,H-54 a H-55 a } H-36 a,477,3188,1570,83,1832,H,36,a,,,H-36 a
219,3,0,ESTA H-58 A : .,ESTA H-58 A : .,373,789,1769,80,1375,H,58,A,,,H-58 A
219,4,0,H-59 A,H-59 A,1898,831,123,69,1959,H,59,A,,,H-59 A
219,7,0,H-57 a H-S8 a H-59 a,H-57 a H-S8 a H-59 a,384,1545,1636,48,670,H,57,a,,,H-57 a
219,7,1,H-57 a H-S8 a H-59 a,H-57 a H-S8 a H-59 a,384,1545,1636,48,1774,H,59,a,,,H-59 a
219,10,0,H-60 A H-61 A H-62 A,H-60 A H-61 A H-62 A,431,2392,1648,48,719,H,60,A,,,H-60 A
219,10,1,H-60 A H-61 A H-62 A,H-60 A H-61 A H-62 A,431,2392,1648,48,1296,H,61,A,,,H-61 A
219,10,2,H-60 A H-61 A H-62 A,H-60 A H-61 A H-62 A,431,2392,1648,48,1831,H,62,A,,,H-62 A
219,13,0,"vist . "" tons ‘> -! pT — 7 ni 4 ef at ;","vist . "" tons ‘> -! pT - 7 ni 4 ef at ;",177,2834,2076,88,1481,T,7,n,,,T-7 n
219,14,0,| a ot ~ FAN H-61 a H-42 a,| a ot ~ FAN H-61 a H-42 a,123,2951,1964,144,1369,H,61,a,,,H-61 a
219,14,1,| a ot ~ FAN H-61 a H-42 a,| a ot ~ FAN H-61 a H-42 a,123,2951,1964,144,1860,H,42,a,,,H-42 a
219,15,0,H-60 a,H-60 a,469,3208,109,44,523,H,60,a,,,H-60 a
220,4,0,H-64 A H-65 A,H-64 A H-65 A,1175,796,913,64,1420,H,64,A,,,H-64 A
220,4,1,H-64 A H-65 A,H-64 A H-65 A,1175,796,913,64,1877,H,65,A,,,H-65 A
220,5,0,"H-63 a hECE 4 , jj VV n%","H-63 a hECE 4 , jj VV n%",337,1469,1772,102,595,H,63,a,,,H-63 a
220,6,0,H-64 a H-65 a,H-64 a H-65 a,1198,1611,884,53,1436,H,64,a,,,H-64 a
220,6,1,H-64 a H-65 a,H-64 a H-65 a,1198,1611,884,53,1878,H,65,a,,,H-65 a
220,8,0,—- H67.A H-68 A,-- H67.A H-68 A,390,2420,1709,39,1757,H,68,A,,,H-68 A
220,15,0,H-66 a H-67 a H-68 a,H-66 a H-67 a H-68 a,392,3230,1689,43,687,H,66,a,,,H-66 a
220,15,1,H-66 a H-67 a H-68 a,H-66 a H-67 a H-68 a,392,3230,1689,43,1278,H,67,a,,,H-67 a
220,15,2,H-66 a H-67 a H-68 a,H-66 a H-67 a H-68 a,392,3230,1689,43,1827,H,68,a,,,H-68 a
221,4,0,Bie BOE H-70 a io hi,Bie BOE H-70 a io hi,156,662,1939,73,1270,H,70,a,,,H-70 a
221,5,0,H-69 A,H-69 A,313,739,124,61,375,H,69,A,,,H-69 A
221,8,0,H-69 a H-70 A H-71 A,H-69 a H-70 A H-71 A,336,1392,1776,50,646,H,69,a,,,H-69 a
221,8,1,H-69 a H-70 A H-71 A,H-69 a H-70 A H-71 A,336,1392,1776,50,1268,H,70,A,,,H-70 A
